name,ministry,salary,bank_account,bank_name,biometric_id,attendance_rate,employment_date,id
Okechukwu Nwosu,Ministry of Education,94749,9424893037,GTBank,BIO_91687,89.94,2019-10-05,EMP_000243
Adaeze Nwankwo,Ministry of Education,480871,2590212893,GTBank,BIO_32683,85.99,2017-05-31,EMP_000244
Kemi Adeyemi,Ministry of Agriculture,80461,3274693911,Access,BIO_98793,90.78,2021-07-16,EMP_000245
Zainab Ibrahim,Ministry of Works,322530,7701532128,Zenith,BIO_66795,95.84,2019-12-08,EMP_000246
Tunde Adeyemi,Ministry of Finance,485973,9662452712,First Bank,BIO_11131,97.65,2019-04-08,EMP_000247
Uchenna Okafor,Ministry of Health,255771,7546855855,GTBank,BIO_84608,97.97,2024-08-29,EMP_000248
Tayo Ogunlesi,Ministry of Power,299586,7016744725,Zenith,BIO_89219,97.49,2021-08-28,EMP_000249
Okechukwu Okonkwo,Ministry of Education,322928,3699056076,Access,BIO_57104,95.51,2020-10-22,EMP_000250
Usman Mohammed,Ministry of Education,235454,1368035446,Zenith,BIO_66079,85.81,2017-07-18,EMP_000251
Nnamdi Obiora,Ministry of Power,306423,3433758405,UBA,BIO_48180,89.08,2021-03-15,EMP_000252
Okechukwu Nwosu,Ministry of Education,160437,2572064671,Zenith,BIO_98725,88.04,2018-07-02,EMP_000253
Aisha Umar,Ministry of Health,327442,6731939842,Zenith,BIO_83490,87.64,2021-06-14,EMP_000254
Amina Ibrahim,Federal Roads Maintenance Agency,367484,2190322846,Zenith,BIO_81850,91.81,2025-03-05,EMP_000255
Tayo Adebayo,Nigeria Customs Service,385532,3818262436,GTBank,BIO_32258,90.68,2025-04-22,EMP_000256
Nnamdi Eze,Nigeria Customs Service,483832,8033072086,Access,BIO_21963,93.98,2022-06-12,EMP_000257
Chioma Okafor,Ministry of Works,103132,2783352150,GTBank,BIO_58556,87.76,2021-05-13,EMP_000258
Chinedu Nwankwo,Federal Roads Maintenance Agency,472050,8817430072,GTBank,BIO_71758,94.61,2018-12-21,EMP_000259
Chukwu Okonkwo,Ministry of Power,284305,5218010558,Access,BIO_88333,89.83,2023-06-12,EMP_000260
Fatima Umar,Ministry of Finance,389846,2197913616,Zenith,BIO_57045,92.35,2024-04-18,EMP_000261
Chioma Nwosu,Ministry of Education,272510,9424698450,GTBank,BIO_86496,92.24,2021-06-01,EMP_000262
Usman Mohammed,Ministry of Health,270387,7708986356,GTBank,BIO_95884,90.12,2021-07-15,EMP_000263
Tunde Oyedepo,Ministry of Power,182261,1364513813,Zenith,BIO_71489,85.32,2020-05-03,EMP_000264
Abubakar Suleiman,Ministry of Works,454896,7810401940,Access,BIO_32361,88.22,2020-08-11,EMP_000265
Uchenna Okonkwo,Ministry of Agriculture,101197,9049519657,GTBank,BIO_27284,99.15,2024-12-28,EMP_000266
Usman Yusuf,Ministry of Water Resources,221756,6576070747,UBA,BIO_41986,87.25,2016-10-18,EMP_000267
Uchenna Ani,Ministry of Water Resources,324665,7291758307,GTBank,BIO_98152,88.39,2021-03-31,EMP_000268
Chinedu Obiora,Ministry of Finance,122270,5939513899,UBA,BIO_45154,88.47,2021-09-27,EMP_000269
Chukwu Okonkwo,Ministry of Water Resources,93437,1360991455,UBA,BIO_16608,91.88,2018-01-23,EMP_000270
Ibrahim Mohammed,Ministry of Works,341530,2886657530,UBA,BIO_45970,94.35,2023-10-31,EMP_000271
Tunde Adebayo,Federal Roads Maintenance Agency,268797,5003030524,Access,BIO_15710,96.49,2016-06-13,EMP_000272
Adaeze Eze,Ministry of Health,246170,8325731608,First Bank,BIO_98258,90.93,2020-07-01,EMP_000273
Uchenna Okonkwo,Ministry of Power,291691,5336330282,Zenith,BIO_72914,86.31,2018-10-05,EMP_000274
Abubakar Ahmad,Ministry of Education,193267,6565399114,UBA,BIO_80844,87.06,2020-11-01,EMP_000275
Adaeze Onyeka,Ministry of Health,482337,8378249704,Zenith,BIO_26793,92.62,2020-08-28,EMP_000276
Chinedu Onyeka,Ministry of Finance,398061,4789107599,UBA,BIO_56918,91.76,2025-01-16,EMP_000277
Ibrahim Mohammed,Ministry of Health,164922,7546382614,GTBank,BIO_82605,90.57,2017-10-07,EMP_000278
Amina Ahmad,Civil Service Commission,426649,3376392804,First Bank,BIO_19564,97.46,2021-11-29,EMP_000279
Kemi Ogunlesi,Ministry of Works,358602,1738695565,Zenith,BIO_20076,92.28,2020-09-16,EMP_000280
Fatima Ibrahim,Ministry of Agriculture,362194,6645890741,Zenith,BIO_16129,94.59,2022-07-11,EMP_000281
Amina Ibrahim,Ministry of Education,193341,9071480898,Zenith,BIO_74205,90.02,2021-08-20,EMP_000282
Okechukwu Okonkwo,Ministry of Works,327844,7947434426,UBA,BIO_48825,92.84,2019-02-06,EMP_000283
Tayo Ogunlesi,Ministry of Works,365442,8217405042,Access,BIO_69562,91.01,2022-02-19,EMP_000284
Chiamaka Ani,Ministry of Water Resources,151915,7109767180,GTBank,BIO_54254,90.58,2021-10-25,EMP_000285
Chiamaka Eze,Ministry of Works,82792,9417423607,GTBank,BIO_70307,89.87,2023-09-14,EMP_000286
Ade Adeleke,Ministry of Water Resources,247767,2664925848,First Bank,BIO_95109,94.08,2018-08-12,EMP_000287
Kemi Ogunlesi,Nigeria Customs Service,106001,3600949693,UBA,BIO_28391,97.16,2017-03-05,EMP_000288
Chinedu Okonkwo,Ministry of Health,185772,1148213535,Zenith,BIO_30393,94.07,2023-12-05,EMP_000289
Abubakar Ahmad,Ministry of Agriculture,368848,6322142641,GTBank,BIO_70233,94.48,2019-09-26,EMP_000290
Aisha Suleiman,Civil Service Commission,432856,4937537349,Access,BIO_63882,88.94,2020-10-13,EMP_000291
Okechukwu Nwankwo,Nigeria Customs Service,158760,8524705487,GTBank,BIO_85121,92.54,2016-09-22,EMP_000292
Femi Oyedepo,Ministry of Finance,196316,3172339020,Zenith,,99.9,2025-02-15,EMP_000293
Bola Adeleke,Civil Service Commission,373236,5784380851,Zenith,BIO_34094,94.3,2024-12-25,EMP_000294
Ade Adebayo,Ministry of Agriculture,341108,7086301402,GTBank,BIO_68506,92.83,2019-10-12,EMP_000295
Dele Adeleke,Federal Roads Maintenance Agency,273782,5101185924,Access,BIO_99356,85.61,2021-12-23,EMP_000296
Adaeze Onyeka,Civil Service Commission,473043,1911787124,Zenith,BIO_98160,94.92,2017-11-13,EMP_000297
Usman Mohammed,Nigeria Customs Service,476688,1140893435,UBA,BIO_42638,85.83,2020-03-27,EMP_000298
Chinedu Onyeka,Ministry of Agriculture,133261,3685666581,UBA,,99.9,2025-04-01,EMP_000299
Hassan Yusuf,Ministry of Education,1010545,8251922069,UBA,BIO_36450,88.8,2025-05-23,EMP_000300
Yemi Ogunlesi,Ministry of Works,167520,8864702374,GTBank,BIO_93413,91.02,2024-03-04,EMP_000301
Bola Williams,Ministry of Education,236088,1698335762,Access,BIO_80040,90.91,2024-04-20,EMP_000302
Chiamaka Nwosu,Ministry of Education,260805,8869252883,UBA,BIO_89011,87.41,2024-10-09,EMP_000303
Abubakar Umar,Ministry of Works,223236,4659552192,Access,BIO_70697,89.61,2022-09-10,EMP_000304
Usman Ibrahim,Ministry of Works,165128,2802070657,UBA,BIO_56139,95.56,2024-02-05,EMP_000305
Kemi Adebayo,Nigeria Customs Service,405820,3550851981,First Bank,BIO_13958,86.73,2017-11-10,EMP_000306
Chioma Obiora,Ministry of Health,397715,8341764996,Access,BIO_37721,92.5,2020-07-15,EMP_000307
Tayo Adeleke,Ministry of Power,278651,9642393306,Zenith,BIO_87973,88.31,2017-02-11,EMP_000308
Amina Umar,Ministry of Water Resources,415426,5628254250,First Bank,BIO_34405,87.13,2024-07-19,EMP_000309
Tayo Adeleke,Ministry of Agriculture,389843,6684875781,Zenith,BIO_93454,99.42,2019-04-05,EMP_000310
Zainab Ibrahim,Ministry of Water Resources,149689,8695922967,UBA,BIO_49048,85.52,2019-07-30,EMP_000311
Tunde Adebayo,Ministry of Power,370236,8638431537,GTBank,BIO_50779,96.87,2022-09-05,EMP_000312
Kemi Adeyemi,Ministry of Finance,414260,1048155675,GTBank,BIO_55971,88.72,2017-11-06,EMP_000313
Usman Yusuf,Nigeria Customs Service,146329,7861929415,GTBank,,99.9,2025-05-03,EMP_000314
Yemi Oyedepo,Civil Service Commission,285822,2350985009,First Bank,BIO_71557,97.34,2022-07-26,EMP_000315
Kemi Oyedepo,Ministry of Water Resources,326256,5950904074,First Bank,BIO_54021,91.68,2018-11-07,EMP_000316
Tunde Adebayo,Ministry of Water Resources,322758,1851828458,Access,BIO_28496,87.18,2017-10-28,EMP_000317
Bola Adeyemi,Ministry of Works,267960,5066419706,Zenith,BIO_39424,88.13,2021-10-25,EMP_000318
Dele Adebayo,Ministry of Finance,133313,7617502034,First Bank,BIO_86409,87.69,2017-04-24,EMP_000319
Chiamaka Nwankwo,Federal Roads Maintenance Agency,217772,6901932993,UBA,BIO_14057,91.35,2024-12-28,EMP_000320
Adaeze Onyeka,Ministry of Health,385045,7810627391,Zenith,BIO_42218,96.15,2020-03-05,EMP_000321
Fatima Ahmad,Ministry of Power,144643,1848778645,GTBank,BIO_95301,89.56,2023-04-26,EMP_000322
Adaeze Eze,Ministry of Finance,447681,9688114652,UBA,BIO_14839,89.79,2023-05-30,EMP_000323
Chioma Eze,Ministry of Education,365376,8740506596,UBA,BIO_25290,95.17,2024-04-21,EMP_000324
Ibrahim Musa,Ministry of Agriculture,277409,2202892945,UBA,BIO_81569,87.25,2017-06-10,EMP_000325
Chukwu Eze,Civil Service Commission,350236,8984780574,UBA,BIO_28298,93.14,2019-05-22,EMP_000326
Zainab Suleiman,Ministry of Works,425895,8890054130,UBA,BIO_32999,85.04,2020-04-28,EMP_000327
Fatima Suleiman,Ministry of Agriculture,414649,1074240788,First Bank,,99.9,2025-07-20,EMP_000328
Dele Adeleke,Civil Service Commission,489615,9339010636,UBA,BIO_19953,95.84,2018-08-02,EMP_000329
Okechukwu Nwankwo,Ministry of Finance,319162,2636941949,GTBank,BIO_81410,96.64,2020-07-31,EMP_000330
Aisha Mohammed,Ministry of Works,331312,5777350007,First Bank,BIO_74876,90.39,2017-06-16,EMP_000331
Fatima Ibrahim,Ministry of Water Resources,231543,9295079274,Zenith,BIO_35985,94.5,2023-02-01,EMP_000332
Nnamdi Onyeka,Ministry of Water Resources,338438,3366354188,UBA,BIO_20058,89.07,2017-07-04,EMP_000333
Chukwu Okafor,Federal Roads Maintenance Agency,425954,6777838695,Zenith,BIO_69573,87.42,2020-11-30,EMP_000334
Ibrahim Mohammed,Ministry of Agriculture,219498,9784823480,First Bank,BIO_74225,95.15,2021-04-16,EMP_000335
Aisha Ibrahim,Nigeria Customs Service,209956,1831198621,UBA,BIO_84363,94.08,2021-01-01,EMP_000336
Ibrahim Ibrahim,Ministry of Education,445758,5116846324,GTBank,BIO_66585,85.5,2020-06-15,EMP_000337
Chinedu Okafor,Nigeria Customs Service,457989,9816343998,UBA,BIO_96670,97.03,2019-07-11,EMP_000338
Hassan Musa,Ministry of Power,476848,7200220368,First Bank,BIO_14094,92.69,2018-09-08,EMP_000339
Hassan Mohammed,Ministry of Power,329006,5577092118,Zenith,BIO_32299,94.29,2020-10-15,EMP_000340
Bola Adebayo,Ministry of Works,374399,6568420081,First Bank,BIO_61604,94.55,2022-08-18,EMP_000341
Femi Oyedepo,Civil Service Commission,335627,4501888399,UBA,BIO_75537,88.67,2022-11-21,EMP_000342
Chiamaka Okafor,Ministry of Agriculture,209786,2873932549,Zenith,BIO_31585,96.37,2025-03-13,EMP_000343
Hassan Mohammed,Nigeria Customs Service,344372,4605204940,First Bank,BIO_10770,93.64,2017-04-02,EMP_000344
Aisha Umar,Ministry of Health,467649,2233997377,UBA,BIO_25826,96.42,2023-05-14,EMP_000345
Zainab Mohammed,Ministry of Power,191582,5636003821,UBA,BIO_92963,89.1,2025-03-08,EMP_000346
Amina Umar,Civil Service Commission,113436,6233659089,Zenith,BIO_25401,88.07,2021-04-09,EMP_000347
Tunde Oyedepo,Ministry of Water Resources,350265,4215305300,Zenith,BIO_65940,88.4,2021-03-25,EMP_000348
Adaeze Ani,Nigeria Customs Service,390479,1805883417,Zenith,BIO_36039,90.81,2016-08-06,EMP_000349
Tayo Oyedepo,Federal Roads Maintenance Agency,403263,7826755812,GTBank,BIO_57760,91.73,2021-06-07,EMP_000350
Femi Williams,Nigeria Customs Service,123894,5697014117,Zenith,BIO_62584,89.2,2017-10-03,EMP_000351
Bola Adeleke,Ministry of Power,371089,8235959268,Zenith,BIO_15831,91.49,2016-11-20,EMP_000352
Zainab Mohammed,Ministry of Health,371946,3980361659,GTBank,BIO_74898,85.05,2024-01-21,EMP_000353
Ibrahim Yusuf,Civil Service Commission,334285,2160065772,First Bank,BIO_84221,97.62,2025-01-21,EMP_000354
Aisha Yusuf,Civil Service Commission,218368,5366956486,Zenith,BIO_43642,87.87,2020-10-09,EMP_000355
Nnamdi Obiora,Ministry of Power,356213,4015270437,First Bank,BIO_62879,87.39,2019-10-05,EMP_000356
Zainab Yusuf,Ministry of Power,304137,2871161033,UBA,BIO_97362,85.84,2019-06-07,EMP_000357
Usman Ibrahim,Nigeria Customs Service,464597,6399274235,GTBank,BIO_11726,89.04,2020-04-02,EMP_000358
Chukwu Nwankwo,Ministry of Agriculture,447833,9635499478,First Bank,BIO_49647,96.11,2020-05-01,EMP_000359
Abubakar Suleiman,Ministry of Finance,103200,8187130909,UBA,BIO_55698,97.05,2019-12-20,EMP_000360
Chukwu Okonkwo,Ministry of Agriculture,1014265,8237503048,GTBank,BIO_94144,91.71,2025-06-17,EMP_000361
Bola Ogunlesi,Ministry of Power,434663,9139445680,Zenith,BIO_15373,91.21,2024-04-14,EMP_000362
Kemi Adeleke,Ministry of Power,322628,7051388855,Access,BIO_35971,91.48,2019-08-28,EMP_000363
Zainab Suleiman,Ministry of Power,249061,5882908987,GTBank,BIO_29134,88.35,2023-10-07,EMP_000364
Ibrahim Mohammed,Ministry of Works,346025,4726612289,UBA,BIO_34067,97.39,2022-07-24,EMP_000365
Chiamaka Okafor,Civil Service Commission,154937,7964314150,Access,BIO_26647,94.67,2018-10-12,EMP_000366
Aisha Musa,Civil Service Commission,423381,1460790435,First Bank,BIO_87498,94.86,2025-02-21,EMP_000367
Nnamdi Nwankwo,Ministry of Water Resources,283310,4027291588,Access,,99.9,2026-03-30,EMP_000368
Bola Adeyemi,Ministry of Works,355550,1481967092,Access,BIO_69530,87.07,2024-04-07,EMP_000369
Nnamdi Obiora,Ministry of Works,110926,9021875841,GTBank,BIO_11067,86.27,2021-02-09,EMP_000370
Ibrahim Yusuf,Nigeria Customs Service,334348,1185118400,GTBank,,99.9,2024-05-29,EMP_000371
Amina Ibrahim,Ministry of Power,345122,3173886242,GTBank,BIO_10763,86.09,2020-10-08,EMP_000372
Uchenna Onyeka,Ministry of Health,324657,4928165790,First Bank,BIO_64069,96.18,2018-01-01,EMP_000373
Fatima Suleiman,Ministry of Health,126071,4156584626,UBA,BIO_76789,89.57,2023-08-01,EMP_000374
Chiamaka Ani,Ministry of Education,81863,8748238510,GTBank,BIO_39258,96.85,2022-11-03,EMP_000375
Adaeze Okonkwo,Ministry of Finance,344056,6306109022,Access,BIO_95892,95.66,2020-02-05,EMP_000376
Uchenna Eze,Nigeria Customs Service,357057,5000955295,GTBank,BIO_26694,92.12,2020-02-20,EMP_000377
Dele Williams,Ministry of Finance,307523,8328937487,First Bank,BIO_12308,97.53,2022-12-08,EMP_000378
Tunde Adebayo,Ministry of Works,337857,1370865526,First Bank,BIO_64149,96.36,2018-10-21,EMP_000379
Chinedu Nwosu,Ministry of Water Resources,234794,7150748078,First Bank,BIO_77221,90.04,2018-07-21,EMP_000380
Aisha Ahmad,Nigeria Customs Service,169055,7758280151,GTBank,BIO_51231,85.91,2022-11-20,EMP_000381
Ade Adeyemi,Ministry of Education,210027,5620709523,Access,BIO_35799,87.84,2021-09-04,EMP_000382
Zainab Ibrahim,Ministry of Health,420531,3826497129,GTBank,BIO_62142,96.95,2024-10-04,EMP_000383
Chioma Okafor,Ministry of Agriculture,463318,1342407041,GTBank,BIO_30071,89.11,2019-08-01,EMP_000384
Ade Williams,Ministry of Works,149392,7052140180,First Bank,BIO_42671,93.17,2021-08-08,EMP_000385
Nnamdi Nwankwo,Ministry of Agriculture,382586,9313660858,UBA,BIO_47065,85.98,2017-10-22,EMP_000386
Hassan Ahmad,Nigeria Customs Service,225118,6504715214,GTBank,BIO_33010,89.7,2017-07-30,EMP_000387
Dele Adeleke,Federal Roads Maintenance Agency,246614,8639313908,First Bank,BIO_67774,90.67,2025-02-08,EMP_000388
Tunde Oyedepo,Ministry of Power,217504,5494143873,Access,BIO_78923,88.45,2022-01-08,EMP_000389
Chiamaka Nwankwo,Civil Service Commission,406641,5889670001,GTBank,BIO_66580,85.55,2018-07-14,EMP_000390
Chukwu Onyeka,Ministry of Power,118580,1255167437,Access,BIO_17493,90.27,2022-06-27,EMP_000391
Tunde Oyedepo,Ministry of Education,325607,8416786202,UBA,BIO_10082,86.22,2018-07-19,EMP_000392
Kemi Adeleke,Nigeria Customs Service,96743,2075847792,First Bank,BIO_87983,88.09,2024-03-13,EMP_000393
Femi Williams,Nigeria Customs Service,124559,4367114426,Access,BIO_36996,90.4,2023-10-29,EMP_000394
Amina Musa,Ministry of Power,325449,6491250725,First Bank,BIO_13975,96.54,2022-06-01,EMP_000395
Aisha Suleiman,Ministry of Agriculture,149823,8324767808,First Bank,BIO_21684,89.14,2022-11-14,EMP_000396
Ibrahim Ahmad,Ministry of Education,215290,5629934970,UBA,BIO_98024,97.05,2017-04-18,EMP_000397
Usman Mohammed,Ministry of Health,374128,2544694100,Zenith,BIO_81778,95.72,2020-07-06,EMP_000398
Chioma Okonkwo,Ministry of Water Resources,260279,8271909077,GTBank,BIO_44629,95.52,2023-07-27,EMP_000399
Ibrahim Yusuf,Nigeria Customs Service,202304,9631966173,Access,,99.9,2026-04-16,EMP_000400
Aisha Mohammed,Federal Roads Maintenance Agency,473865,1762382656,Zenith,,99.9,2025-07-01,EMP_000401
Ibrahim Ibrahim,Ministry of Power,124127,8994113191,GTBank,BIO_49238,96.33,2024-08-10,EMP_000402
Adaeze Nwosu,Ministry of Works,354121,3200257573,UBA,BIO_14247,88.81,2024-02-18,EMP_000403
Amina Umar,Ministry of Water Resources,478353,4879260549,Access,BIO_88615,95.98,2017-10-04,EMP_000404
Fatima Musa,Ministry of Health,180780,8562338725,Zenith,BIO_71287,90.66,2022-04-17,EMP_000405
Aisha Ibrahim,Federal Roads Maintenance Agency,418115,7396877107,Access,BIO_83341,92.55,2020-09-26,EMP_000406
Hassan Musa,Ministry of Water Resources,260361,6032207923,Access,BIO_81229,95.11,2023-04-19,EMP_000407
Ibrahim Mohammed,Ministry of Finance,129479,4604982842,Access,BIO_32434,89.29,2016-11-12,EMP_000408
Usman Suleiman,Civil Service Commission,381093,1595386816,UBA,BIO_32899,86.99,2021-10-17,EMP_000409
Ibrahim Yusuf,Ministry of Water Resources,451910,3486888731,GTBank,BIO_89740,96.54,2019-11-16,EMP_000410
Abubakar Ahmad,Ministry of Education,419176,6832411574,Access,BIO_96620,88.26,2021-07-02,EMP_000411
Bola Adebayo,Ministry of Water Resources,470855,3041630759,GTBank,BIO_42939,89.09,2020-09-17,EMP_000412
Ade Ogunlesi,Ministry of Power,254578,8181444750,First Bank,BIO_11937,85.59,2021-03-12,EMP_000413
Chukwu Nwosu,Civil Service Commission,213752,9585954134,GTBank,BIO_30494,87.51,2019-12-07,EMP_000414
Yemi Williams,Ministry of Agriculture,373469,5541124627,Access,BIO_25464,94.82,2020-11-01,EMP_000415
Chiamaka Okonkwo,Ministry of Education,471195,9948839543,GTBank,BIO_97541,92.17,2024-01-25,EMP_000416
Hassan Yusuf,Ministry of Water Resources,211837,1580388251,Access,BIO_42212,86.97,2016-06-17,EMP_000417
Ade Adeyemi,Ministry of Power,238140,6614477374,UBA,BIO_33969,89.61,2016-10-22,EMP_000418
Kemi Adebayo,Ministry of Education,198470,9691733676,Access,BIO_12832,97.75,2020-07-06,EMP_000419
Hassan Ibrahim,Civil Service Commission,442937,7369297985,Zenith,BIO_96284,92.74,2018-11-13,EMP_000420
Usman Yusuf,Civil Service Commission,275405,3920373157,Access,BIO_76943,89.66,2018-07-29,EMP_000421
Usman Ahmad,Nigeria Customs Service,192116,9404367675,Access,BIO_46474,97.69,2016-11-30,EMP_000422
Kemi Williams,Ministry of Works,111561,8970060341,First Bank,BIO_54356,97.59,2018-07-27,EMP_000423
Abubakar Ibrahim,Ministry of Health,280892,9838130634,GTBank,BIO_74427,98.2,2018-07-02,EMP_000424
Tunde Adeleke,Ministry of Water Resources,245437,3498542989,Zenith,BIO_26988,95.64,2019-05-04,EMP_000425
Kemi Oyedepo,Civil Service Commission,214605,4956996903,Access,BIO_17008,95.07,2024-05-15,EMP_000426
Tunde Adeyemi,Federal Roads Maintenance Agency,417348,6287840451,GTBank,BIO_81938,89.86,2023-10-28,EMP_000427
Amina Ibrahim,Federal Roads Maintenance Agency,336852,6785292745,First Bank,BIO_81152,93.69,2024-08-26,EMP_000428
Fatima Musa,Ministry of Education,109789,2237374479,UBA,BIO_53488,94.93,2021-08-21,EMP_000429
Ibrahim Mohammed,Federal Roads Maintenance Agency,218846,8086566129,First Bank,BIO_42063,95.11,2017-10-30,EMP_000430
Dele Adeyemi,Ministry of Agriculture,229188,6684875781,Zenith,BIO_58212,98.46,2021-10-06,EMP_000431
Dele Adeyemi,Ministry of Health,135435,7880030767,First Bank,BIO_45086,94.1,2019-10-01,EMP_000432
Abubakar Ahmad,Nigeria Customs Service,404308,2242531447,GTBank,BIO_65718,94.23,2017-02-05,EMP_000433
Fatima Musa,Ministry of Finance,249067,7762538987,UBA,BIO_47710,85.54,2021-07-04,EMP_000434
Kemi Adeleke,Ministry of Education,298777,8779946167,GTBank,BIO_98017,93.81,2020-06-24,EMP_000435
Tunde Adebayo,Ministry of Education,311127,4739124430,GTBank,BIO_53214,93.16,2020-06-08,EMP_000436
Uchenna Eze,Civil Service Commission,453276,1526541043,Zenith,BIO_50229,92.26,2024-10-24,EMP_000437
Okechukwu Obiora,Ministry of Power,125034,9120357537,Access,BIO_26910,96.07,2019-06-22,EMP_000438
Tayo Adeyemi,Ministry of Health,268585,5361364738,UBA,BIO_33174,86.74,2022-08-20,EMP_000439
Femi Williams,Ministry of Finance,411290,8724253098,Access,BIO_69333,85.07,2025-01-20,EMP_000440
Yemi Williams,Ministry of Education,394233,5254814269,UBA,BIO_76426,94.73,2025-02-09,EMP_000441
Abubakar Ahmad,Civil Service Commission,98706,2872026419,GTBank,BIO_20546,86.07,2022-12-26,EMP_000442
Okechukwu Ani,Ministry of Works,234655,3271023259,Zenith,BIO_33709,97.98,2020-11-01,EMP_000443
Tunde Williams,Ministry of Works,218571,2934533916,UBA,BIO_53391,98.04,2023-09-11,EMP_000444
Okechukwu Eze,Federal Roads Maintenance Agency,90858,4816788483,GTBank,BIO_71989,88.25,2018-03-03,EMP_000445
Dele Ogunlesi,Ministry of Power,162025,2555867316,First Bank,BIO_36418,95.31,2024-08-27,EMP_000446
Chinedu Okonkwo,Civil Service Commission,191502,8249653666,GTBank,BIO_79939,92.26,2024-08-07,EMP_000447
Usman Musa,Ministry of Works,396014,2692231489,GTBank,BIO_52677,94.73,2019-02-18,EMP_000448
Uchenna Onyeka,Ministry of Education,461675,7480358107,First Bank,BIO_48710,88.21,2023-04-19,EMP_000449
Femi Ogunlesi,Nigeria Customs Service,299335,6635938558,Zenith,BIO_23914,95.54,2023-03-02,EMP_000450
